"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene47",0.732004491213891,-1.0120966777416,4.49268190882901,-0.225276727415897,0.821764003205075,0.998863044358977
"gene48",19.8452576205997,-0.182033914544425,0.943374486439574,-0.192960396068634,0.846989984497124,0.998863044358977
"gene49",76.4297164479593,-0.52126683622282,0.629099881305828,-0.828591534846298,0.407335579693935,0.998863044358977
"gene50",7.22223966147521,1.26456893970578,1.73069795740389,0.730669920939111,0.464980792342552,0.998863044358977
"gene51",4.16530619503446,-1.24206040031581,2.12607604349478,-0.584203186953816,0.559083617632796,0.998863044358977
"gene52",112.028666295503,0.0343776397972787,0.571444305931166,0.0601592131384711,0.952028830047927,0.998863044358977
"gene53",0.491091366198808,-2.44878714787992,4.8922750755496,-0.500541590581928,0.616693778569519,0.998863044358977
"gene54",0.723753978623889,1.01296445049589,4.50972557670483,0.224617758501405,0.822276648596715,0.998863044358977
"gene55",2.96783071767477,0.445318725165926,2.2480459610565,0.198091468270801,0.842973499903563,0.998863044358977
"gene56",15.305613347977,-0.473960964268909,1.26866208105069,-0.373591180305776,0.708708496683823,0.998863044358977
"gene57",4.01585708407596,-1.66348569373933,2.47848839251911,-0.671169451009039,0.5021125874074,0.998863044358977
"gene58",30.4511390243594,0.502509185108584,0.91132675850698,0.551403961770903,0.581356785461935,0.998863044358977
"gene59",21.2357434242817,-0.920891315622218,0.941454795684261,-0.978157761629865,0.327996303341632,0.998863044358977
"gene60",46.7118797838712,-1.87148686210191,0.733009521190945,-2.55315491545218,0.0106752003775421,0.998863044358977
"gene61",36.1453616752446,0.0793982249306289,0.742853601951632,0.106882735335782,0.914882009929177,0.998863044358977
"gene62",12.3399040332441,1.0146960315182,1.23605303126109,0.820916259946347,0.411693968622191,0.998863044358977
"gene63",32.4457064113498,-1.53687354793445,0.792040853694737,-1.94039681256995,0.0523314836738032,0.998863044358977
"gene64",1.24027942803802,3.77955878569476,4.29840799025965,0.879292704242915,0.379242590666065,0.998863044358977
"gene65",9.51228409311472,-0.183092626175705,1.50554210151994,-0.121612425179516,0.903205972664036,0.998863044358977
"gene66",10.360291056562,0.937026243920615,1.41613371178378,0.661679215827951,0.508176827614437,0.998863044358977
"gene67",10.8014504169107,0.0831032135733342,1.46155316864195,0.0568595213341106,0.954657099413562,0.998863044358977
"gene68",90.9419429554053,0.604101298759457,0.575806289717842,1.04913980542915,0.294113778098136,0.998863044358977
"gene69",25.9721769922848,-1.20414922597671,0.885647477686979,-1.35962587407977,0.173948346006705,0.998863044358977
"gene70",22.9050374762383,0.080454258867082,1.03654379658199,0.0776178094281986,0.938132075244629,0.998863044358977
"gene71",69.496474473675,-0.183398177252131,0.635467707624095,-0.288603457031396,0.772884849701005,0.998863044358977
"gene72",6.11437153506601,-1.67135747158088,1.63778147590327,-1.02050090086597,0.307490962231577,0.998863044358977
"gene73",3.19971763623569,-1.7709872668397,2.37674620727534,-0.745130995231472,0.456192533190686,0.998863044358977
"gene74",7.77804107955887,-0.349777990218521,1.43349745978201,-0.244003215932948,0.807228329233245,0.998863044358977
"gene75",3.37992651080368,5.22790424578066,2.76560222271774,1.89033122798232,0.0587136747919769,0.998863044358977
"gene76",5.79340769786036,-1.54736109244238,1.75655310415163,-0.880907664439622,0.378367798752532,0.998863044358977
"gene77",23.850861767684,-0.956403051063669,0.916201969646989,-1.043877968776,0.29654185239115,0.998863044358977
"gene78",20.1795634174673,0.798045895164508,1.01195292349046,0.788619585594816,0.430334380254689,0.998863044358977
"gene79",563.173041019613,0.0548671873463125,0.405020790417122,0.13546758251547,0.892242193362846,0.998863044358977
"gene80",8.3531363465092,0.997726925845097,1.63956253805413,0.608532399763917,0.542834423998364,0.998863044358977
"gene81",22.1546412095045,-1.2403644016988,0.92028478941874,-1.34780495772643,0.177721122933217,0.998863044358977
"gene82",6.36909236183717,2.05487324555046,1.62826942493084,1.2619982995982,0.206949398239792,0.998863044358977
"gene83",75.0180071849804,-0.564257567971892,0.580298803485687,-0.972356938498856,0.330873006656112,0.998863044358977
"gene84",56.2143599749346,-0.0270788500629695,0.699242408317837,-0.0387259836372238,0.969108856997377,0.998863044358977
"gene85",26.6335563541932,-1.58927752845564,0.908048031232872,-1.75021306559946,0.0800815551240224,0.998863044358977
"gene86",45.8092661240129,-0.808410205423164,0.729578767118097,-1.10805062024551,0.267839954987456,0.998863044358977
"gene87",16.2818127320221,0.137078957208737,1.04593795799798,0.131058401849301,0.895729107770884,0.998863044358977
"gene88",6.53327803065412,1.53923825405716,1.64708770564316,0.934521124032141,0.350035144674978,0.998863044358977
"gene89",102.17924762622,0.00407671486947476,0.534780660089132,0.00762315314244028,0.993917662713002,0.998863044358977
"gene90",25.0039282446615,1.00641018795646,0.976205711073161,1.03094068856665,0.302568634392367,0.998863044358977
"gene91",109.282626578746,-0.627988064105543,0.680771549341608,-0.922465201010363,0.356285973781736,0.998863044358977
"gene92",89.6792274631738,-0.120715290091434,0.617694800231153,-0.195428697224358,0.845057352573564,0.998863044358977
"gene93",23.6489468415336,0.367214503421214,0.991719486475232,0.370280617078895,0.711173414413597,0.998863044358977
"gene94",321.197400501386,-0.0515575697160553,0.429446044696731,-0.120055989227854,0.904438795657397,0.998863044358977
"gene95",24.0676201528981,-1.32862232548325,0.90274839482525,-1.47175263129705,0.141087689305185,0.998863044358977
"gene96",2.94307917990476,2.32038484459825,2.34791772702388,0.988273489267219,0.323018725344096,0.998863044358977
"gene97",2.254449607217,-1.87053059352378,2.83190832008648,-0.660519473831926,0.508920525798601,0.998863044358977
"gene98",3.74287806928146,0.126921276216925,2.24577577210433,0.056515560366028,0.954931099957034,0.998863044358977
"gene99",107.953924995546,-0.975756917236416,0.525407813994383,-1.85714199760045,0.0632909544896633,0.998863044358977
"gene100",208.311975861105,0.512088880620587,0.542524789456997,0.943899505740793,0.34522100463088,0.998863044358977
"gene101",37.461775581734,0.0546525684265257,1.06398983112804,0.0513656868022727,0.959034126627736,0.998863044358977
"gene102",25.7632660194719,-1.33267278688213,0.903004859309704,-1.47582017210946,0.139992173978817,0.998863044358977
"gene103",0,NA,NA,NA,NA,NA
"gene104",6.06170567024999,-0.533904560283019,1.99853855281998,-0.267147491115279,0.789355603241073,0.998863044358977
"gene105",24.3166259518728,-0.0727147052368696,1.0151293981627,-0.0716309717445652,0.942895591489874,0.998863044358977
"gene106",29.2780952004355,-1.4076058233284,0.885062798303011,-1.59040220199888,0.111744174309366,0.998863044358977
"gene107",29.7767129491383,0.340766452310047,0.809480998736937,0.420969056521101,0.673777677501196,0.998863044358977
"gene108",29.5403119031972,0.782812944946576,0.89210634264299,0.877488375015229,0.380221430305756,0.998863044358977
"gene109",48.8061964110949,-0.355720037089763,0.710129928418447,-0.500922469050134,0.61642568858075,0.998863044358977
"gene110",35.2416303308247,-0.0237047686325964,0.815788646176529,-0.0290574877987048,0.976818741290304,0.998863044358977
"gene111",2.83894104621083,-4.98316464315371,2.91160123646022,-1.71148596200351,0.0869914404445139,0.998863044358977
"gene112",3.70162550633145,2.65790678060219,2.29060387022778,1.16035199937817,0.245905521356414,0.998863044358977
"gene113",2.70940196390104,2.11699141447709,2.56985592255111,0.823778249939998,0.410065568165896,0.998863044358977
"gene114",5.37489222512628,0.271073217380648,1.68461505181535,0.16091107406914,0.872163440121354,0.998863044358977
"gene115",69.3049859812018,-0.28064294296457,0.59667552670475,-0.470344316808957,0.638109040105519,0.998863044358977
"gene116",3.88434140748569,0.0262428290652246,1.97583360017619,0.0132819024146995,0.989402886697043,0.998863044358977
"gene117",3.70195756446478,-0.615333252699266,2.01912238948831,-0.304752825238695,0.760554413348991,0.998863044358977
"gene118",2.17536088572827,4.5921335925788,3.17773831184212,1.44509495179821,0.148431216768669,0.998863044358977
"gene119",47.5665588964958,0.516408326866211,0.715497483117048,0.721747230495474,0.470449898266145,0.998863044358977
"gene120",8.23706655597826,0.379791374263208,1.68035471759812,0.2260185723203,0.821186975435854,0.998863044358977
"gene121",11.8790365991394,-1.31392846344025,1.2477244571685,-1.05305979688976,0.292313587055898,0.998863044358977
"gene122",20.2473431102093,0.426404445784729,1.14725939687815,0.371672218981193,0.710136911610078,0.998863044358977
"gene123",44.6851543113169,-0.739741197334743,0.790122369913153,-0.936236240743383,0.34915156770904,0.998863044358977
"gene124",13.4945229470486,0.430080335789039,1.24280146915172,0.34605715109316,0.729299764624568,0.998863044358977
"gene125",13.0285345585661,-0.148543051802137,1.35216623325343,-0.109855614013322,0.912523884297733,0.998863044358977
"gene126",18.1014183853762,-0.863641051011547,1.10983893356401,-0.778167916886956,0.436470028002748,0.998863044358977
"gene127",13.2653219509691,0.868825042291102,1.13558048113461,0.765093321631434,0.444215976353267,0.998863044358977
"gene128",0,NA,NA,NA,NA,NA
"gene129",20.3604170264889,0.263823744145727,1.20899071512424,0.21821817226993,0.827259126826782,0.998863044358977
"gene130",356.489864861517,0.289836201702895,0.452207170862621,0.640936766106582,0.521563767376593,0.998863044358977
"gene131",5.8026202011522,-0.236967992784654,1.69328968929641,-0.139945334978753,0.888703181577052,0.998863044358977
"gene132",11.6269001928539,0.809197864122093,1.28241913383523,0.630993286650435,0.52804491399369,0.998863044358977
"gene133",4.18326545952394,2.96109365746366,2.3261634504158,1.27295167368156,0.203035191052197,0.998863044358977
"gene134",154.596314904364,0.371224306917118,0.55155448450813,0.673051017340873,0.500914834686769,0.998863044358977
"gene135",1101.91621339404,0.352197708876743,0.427338496561667,0.8241656478658,0.409845443036231,0.998863044358977
"gene136",1.44350215581002,-2.28164557334435,3.4462912043365,-0.662058264395456,0.507933881936019,0.998863044358977
"gene137",42.3655621411846,-0.796962055768883,0.741495932066629,-1.07480300471462,0.282462934933251,0.998863044358977
"gene138",2.881838145308,0.493726770882544,2.54083613434665,0.194316651990429,0.845927947733903,0.998863044358977
"gene139",3.47278239850645,5.26515470676377,2.97235229021487,1.77137640248665,0.0764981299762527,0.998863044358977
"gene140",0.977938021245373,3.43772708813588,4.26579762765786,0.805881429031448,0.420311220191978,0.998863044358977
"gene141",52.5540395013924,-1.06765160085822,0.795154392730532,-1.34269723039817,0.179370031888416,0.998863044358977
"gene142",2.19891152308195,1.79911055331958,2.60927285032858,0.689506485721881,0.490504593207947,0.998863044358977
"gene143",5.40798742390512,-0.848238694618906,1.93587973499409,-0.438167040692482,0.661265199066655,0.998863044358977
"gene144",81.7576522070395,-0.229666961969423,0.568109332844442,-0.404265426902096,0.686017546145796,0.998863044358977
"gene145",56.4241886791494,-0.467460764834907,0.690226856701781,-0.677256702337907,0.498243097053153,0.998863044358977
"gene146",1.17392484000601,-3.70940169831838,4.39202401247508,-0.844576825577961,0.398347152552738,0.998863044358977
"gene147",549.934109461588,0.0526836718660255,0.5130490077953,0.102687406203981,0.91821106919549,0.998863044358977
"gene148",16.2213620967103,0.572870632457123,1.17762941416075,0.486460872638262,0.626640440446646,0.998863044358977
"gene149",15.7312447985481,-0.0187212993195992,1.05233324780349,-0.0177902763774458,0.98580616186058,0.998863044358977
"gene150",14.3835224100024,1.10719627743599,1.1778741288187,0.939995412367542,0.347219913874393,0.998863044358977
"gene151",3.97679419499967,-2.81653918005839,2.23797085110524,-1.2585236213722,0.208202449991018,0.998863044358977
"gene152",12.3094237148911,-0.154125130827418,1.24887927849762,-0.123410751928584,0.901781843350857,0.998863044358977
"gene153",0.256306398197606,-1.49325829676463,4.98986994306568,-0.299257959386252,0.764743229072555,0.998863044358977
"gene154",35.0317711200964,0.41499605593076,0.823566025455952,0.503901379007233,0.614330681469773,0.998863044358977
"gene155",9.90703584890188,0.837290167342457,1.43025309624169,0.585413986896883,0.558269386237007,0.998863044358977
"gene156",0,NA,NA,NA,NA,NA
"gene157",29.0481127850009,0.9051246231691,0.883950485971178,1.023953985584,0.30585700936668,0.998863044358977
"gene158",31.6350198795563,-0.900249208215183,0.879600581523297,-1.02347500345683,0.306083312692398,0.998863044358977
"gene159",101.231328714588,-0.126885307227186,0.595002537379387,-0.213251707775964,0.831130638727683,0.998863044358977
"gene160",28.156060434917,-0.119896829149458,0.853873986844698,-0.140415132673745,0.888332002157924,0.998863044358977
"gene161",14.5629750689835,-1.42846682726419,1.40787831155452,-1.01462378924421,0.310285194967245,0.998863044358977
"gene162",16.8867704620917,-0.630029683739283,1.13754402330142,-0.553850814415772,0.579680948828875,0.998863044358977
"gene163",5.92790717136716,2.83411176379728,1.9369131731859,1.46321053676125,0.143409778496912,0.998863044358977
"gene164",5.49577029371469,0.474214431971207,1.93486257129025,0.245089464754585,0.806387160110779,0.998863044358977
"gene165",31.3589666905499,0.0351642691418234,0.806472193624753,0.0436025809938652,0.965221194320535,0.998863044358977
"gene166",38.2302058321974,0.40129045108226,0.748357511137287,0.536228266717621,0.591800800019258,0.998863044358977
"gene167",29.6425455337648,-0.720668539494948,0.835404582306831,-0.862658111719882,0.388325469525907,0.998863044358977
"gene168",8.71828870356116,-0.810769446894707,1.38292575781663,-0.586271130110955,0.557693328501374,0.998863044358977
"gene169",13.7031433499046,0.322158297860728,1.13506523148289,0.283823597908862,0.77654556935742,0.998863044358977
"gene170",83.8210691778865,-0.026519122146846,0.647948460001242,-0.0409278264922416,0.967353433695332,0.998863044358977
"gene171",8.09712147090289,-1.43526709999334,1.46438254626422,-0.980117595402135,0.32702807467759,0.998863044358977
"gene172",7.20628377402177,-2.67793237783426,1.63273137931257,-1.64015490347331,0.100972963169549,0.998863044358977
"gene173",9.52890409683481,0.221683218272482,1.297187453767,0.170895283968959,0.864306104961364,0.998863044358977
"gene174",9.90284375062644,0.419189139412533,1.63934903685345,0.255704630306869,0.798178919541982,0.998863044358977
"gene175",206.18677485302,-0.132139814218265,0.531371552176655,-0.2486768696536,0.803610742225285,0.998863044358977
"gene176",58.4258930047771,0.447556485086145,0.648159636167168,0.69050348110649,0.489877621555776,0.998863044358977
"gene177",8.72287182469063,6.59544138282912,2.06824492741074,3.18890731722283,0.00142811657709793,0.461922374380168
"gene178",19.0015875640893,0.148595683972146,0.972860112499853,0.152741059133688,0.878602480142196,0.998863044358977
"gene179",3.70808572147866,-0.233786793859681,2.03869330163965,-0.114674823168181,0.908702870455827,0.998863044358977
"gene180",3.74712278043371,-1.50989124577646,2.10540141178181,-0.717151245993812,0.473280778237962,0.998863044358977
"gene181",29.5116118532584,0.536369589198311,0.856925639482448,0.625923142552088,0.531365354226932,0.998863044358977
"gene182",5.40346326749636,0.283794843646354,1.80481822019363,0.157242895972042,0.875053422673566,0.998863044358977
"gene183",6.05135863220512,1.41216914171961,1.83231709746076,0.770701285097761,0.440884010052129,0.998863044358977
"gene184",0,NA,NA,NA,NA,NA
"gene185",31.1807123038991,0.395309086902297,0.903028865377966,0.437759081750769,0.661560935714932,0.998863044358977
"gene186",82.996416962669,-0.0319325439411971,0.742213883669603,-0.0430233718929083,0.965682903024056,0.998863044358977
"gene187",29.9564975697884,0.392291709177713,0.900341255898885,0.435714465606772,0.663043909029663,0.998863044358977
"gene188",34.3061604783664,-0.288675727462289,0.862067466515504,-0.334864426132589,0.737727358172675,0.998863044358977
"gene189",7.94330867025206,-1.86558359305051,1.48154042816179,-1.25921882223978,0.20795130482955,0.998863044358977
"gene190",135.205797417025,0.825422718826745,0.597650868633653,1.38111188680077,0.1672445612787,0.998863044358977
"gene191",79.7069668846007,-0.590730224402351,0.581718067627836,-1.01549231023761,0.309871210280937,0.998863044358977
"gene192",0,NA,NA,NA,NA,NA
"gene193",1.22922401442658,-0.627349396599408,3.56525116911778,-0.175962188031382,0.860323648464859,0.998863044358977
"gene194",5.98566075949718,0.462929657295062,1.79643303637657,0.257693800949462,0.796643230697417,0.998863044358977
"gene195",6.960965471138,-0.450850607567589,1.66653940477953,-0.27053102151355,0.786751754611039,0.998863044358977
"gene196",73.9683231559986,0.508433807590804,0.619481056794017,0.820741493246116,0.411793530622379,0.998863044358977
"gene197",5.41658842380712,3.2840042839759,2.00304861174116,1.63950303788247,0.101108538515219,0.998863044358977
"gene198",186.501160991894,-0.286447874858496,0.465509873308763,-0.61534221137454,0.538328746527027,0.998863044358977
"gene199",83.8960089647279,0.179852734233038,0.564004527954855,0.318885266551325,0.749813517125752,0.998863044358977
"gene200",7.47050862667605,-1.03092955804196,1.51040442789157,-0.682551996673545,0.494889975825402,0.998863044358977
"gene201",2.48880936866604,3.15455782548665,3.11770089333892,1.01182183070431,0.311623249979213,0.998863044358977
"gene202",4.1612477807199,0.135810216833759,1.98400175360563,0.0684526697554291,0.94542529571463,0.998863044358977
"gene203",22.6694427271391,-0.618374679767287,1.07605365277557,-0.574669002955616,0.56551517487745,0.998863044358977
"gene204",327.691512229333,-0.571301776293887,0.466108701887398,-1.22568356690303,0.220317776575822,0.998863044358977
"gene205",18.7193960460029,0.135588399937722,0.982601923972379,0.137989145583571,0.890248996050585,0.998863044358977
"gene206",0.497219523212688,-0.0567779941778731,4.9887946806383,-0.0113811046179613,0.990919388375448,0.998863044358977
"gene207",8.24965492813935,-0.505529335773758,1.5974396098663,-0.316462251625318,0.751651672805114,0.998863044358977
"gene208",1.87827974400962,-4.38733847602897,3.65904571405231,-1.1990389896414,0.230512785295856,0.998863044358977
"gene209",8.2238214684931,1.08619950745837,1.4673310054627,0.740255268521268,0.459145117492075,0.998863044358977
"gene210",6.2996008146504,1.44734094957292,1.64178529342269,0.881565302948716,0.378011925307802,0.998863044358977
"gene211",1.19332391462629,-0.533685376480591,3.62846505779435,-0.147082958766318,0.883066540517586,0.998863044358977
"gene212",98.4433794897399,0.134514237129992,0.672562669740591,0.200002532376461,0.841478600587668,0.998863044358977
"gene213",6.79388175288077,-1.04273026826803,1.64921143361438,-0.632259907380584,0.527217057089134,0.998863044358977
"gene214",150.104261383784,-0.00105612741246457,0.511119073289832,-0.0020663040525308,0.998351329071759,0.998863044358977
"gene215",23.8246325123271,0.257151993289248,0.997300730342145,0.257847994557295,0.796524222219319,0.998863044358977
"gene216",216.728756615664,-0.282828704782171,0.530784759844269,-0.532850085720533,0.594137359734401,0.998863044358977
"gene217",13.4564488314297,-0.372767430130043,1.24475975466247,-0.299469378515634,0.764581932957296,0.998863044358977
"gene218",57.124002576553,0.721874348969665,0.650629026220853,1.10950221997109,0.267213587287431,0.998863044358977
"gene219",7.54273775658666,1.13668413158041,1.81393656984423,0.626639404308399,0.530895632617324,0.998863044358977
"gene220",148.241127926056,0.273817865547786,0.554215240435932,0.494064120886332,0.621260895884226,0.998863044358977
"gene221",4.78468313024994,-1.953821948828,1.94747308301243,-1.00326005317914,0.315735404650878,0.998863044358977
"gene222",12.8725320840416,0.439122261100218,1.24640116217995,0.352312140284108,0.724604184471138,0.998863044358977
"gene223",44.8120017456544,0.506602429750832,0.781800919910706,0.647994159189137,0.516988728028847,0.998863044358977
"gene224",15.2305294752917,2.44253691936597,1.33355653857408,1.83159607314263,0.0670116223022836,0.998863044358977
"gene225",4.6326080141651,1.48683598712108,1.83848344864391,0.808729601682187,0.418670697270553,0.998863044358977
"gene226",26.9151206143702,1.58659371948809,0.987159884516545,1.60723074789969,0.108003759356582,0.998863044358977
"gene227",75.6768095739189,-0.576532615400812,0.614428605190009,-0.938323200663033,0.3480783402654,0.998863044358977
"gene228",17.1707937657971,-1.02488997588603,1.05650935020137,-0.970071846208167,0.332010681251347,0.998863044358977
"gene229",8.09562904789528,1.37310232009856,1.49191201206302,0.920364142788711,0.357382500059442,0.998863044358977
"gene230",16.6012251814994,-0.986587115051851,1.13794849833662,-0.866987492398807,0.385948862829488,0.998863044358977
"gene231",28.5454118875342,-0.722714387125147,1.00928252247042,-0.716067474700897,0.47394968609029,0.998863044358977
"gene232",218.936112451947,0.649355433020866,0.525597781731887,1.23546075647654,0.216659073069661,0.998863044358977
"gene233",6.72669145716523,1.46858997964953,1.82118133550551,0.806394152530611,0.420015617502756,0.998863044358977
"gene234",20.6900207236869,-0.697738338222485,1.06514696726273,-0.655062972216471,0.51242721081577,0.998863044358977
"gene235",24.4133150969621,1.25547224001536,0.995750546401998,1.26083007893075,0.207370074212238,0.998863044358977
"gene236",56.3413282930809,0.235248560795686,0.647055876897244,0.363567613238825,0.71618091490314,0.998863044358977
"gene237",34.0318274973817,-0.485018295593098,0.782315521194537,-0.619977850947545,0.535272369263719,0.998863044358977
"gene238",56.8171379636947,0.749766674405164,0.641681456956295,1.16844061220275,0.242629081290191,0.998863044358977
"gene239",20.2379285089871,-0.236449297219353,0.963422541644613,-0.245426370049139,0.806126312913281,0.998863044358977
"gene240",45.6694869048636,0.309490411829293,0.773045452049022,0.400352153950279,0.688897159482525,0.998863044358977
"gene241",8.22888240905154,3.98017086480003,1.78246404606239,2.23295997110997,0.0255515841882915,0.998863044358977
"gene242",17.4708661053749,0.0235517058566527,1.00599837827542,0.0234112761662969,0.981322210392067,0.998863044358977
"gene243",17.2330373266378,0.301284445488217,1.04113492413845,0.289380788697998,0.772289994797961,0.998863044358977
"gene244",20.6263325798589,0.943665191122127,1.09951774509046,0.858253716536871,0.390752380379635,0.998863044358977
"gene245",59.2520832916788,0.524344350420586,0.706992268585637,0.741654999240028,0.458296391401183,0.998863044358977
"gene246",5.39829710118432,1.75163486698563,1.73323512185742,1.01061583907237,0.312200331950639,0.998863044358977
"gene247",62.9426469360905,0.522163326966741,0.649748713148284,0.803638878231337,0.421605563008973,0.998863044358977
"gene248",4.08857873883633,-2.19001616526996,2.04681528007327,-1.06996277905037,0.284636062934533,0.998863044358977
"gene249",1.67828712381122,-2.5412202048883,3.27033117495225,-0.777052863744114,0.437127582082874,0.998863044358977
"gene250",16.5932993261002,-0.15703220268349,1.06503214022753,-0.147443627992242,0.882781871640541,0.998863044358977
"gene251",21.8482091076766,-0.479916785499683,1.01641068785052,-0.472168180870468,0.636806749556665,0.998863044358977
"gene252",4.05779219247129,-1.2237733840031,2.0483058082102,-0.597456385222298,0.55020271794996,0.998863044358977
"gene253",54.9687686192889,0.210018127227969,0.710872070662839,0.295437302849923,0.767659840761562,0.998863044358977
"gene254",13.0925352822501,-0.303372808042958,1.1636981294382,-0.260697169109842,0.794326049314171,0.998863044358977
"gene255",288.201866244776,0.73335331378814,0.472457270991491,1.55221087453927,0.120611774939259,0.998863044358977
"gene256",31.1629289343642,2.44505613544259,1.03114880291584,2.37119621196142,0.0177306156454735,0.998863044358977
"gene257",38.5506587153746,0.0710846643790165,0.771470442256752,0.0921417859783135,0.926585389234601,0.998863044358977
"gene258",27.2964004037193,-1.09495868842193,1.00724487005995,-1.08708291396586,0.277000168153102,0.998863044358977
"gene259",20.2598225328589,-0.262269324505422,1.10637491195603,-0.23705284860603,0.812615791194285,0.998863044358977
"gene260",80.0261957118996,0.390484497701964,0.624784995188689,0.624990197762407,0.531977491540673,0.998863044358977
"gene261",40.3833489894974,-0.323907185082563,0.755228218010239,-0.428886497297392,0.668005827123025,0.998863044358977
